mobility_type,x_time,y_ridership_change,state,city,x_date
transit_stations_percent_change_from_baseline,265891,5.0,Ohio,Madison County,26-Jul
workplaces_percent_change_from_baseline,265891,-5.0,Ohio,Madison County,26-Jul
residential_percent_change_from_baseline,265891,,Ohio,Madison County,26-Jul
retail_and_recreation_percent_change_from_baseline,265892,-11.0,Ohio,Madison County,27-Jul
grocery_and_pharmacy_percent_change_from_baseline,265892,6.0,Ohio,Madison County,27-Jul
parks_percent_change_from_baseline,265892,,Ohio,Madison County,27-Jul
transit_stations_percent_change_from_baseline,265892,-1.0,Ohio,Madison County,27-Jul
workplaces_percent_change_from_baseline,265892,-32.0,Ohio,Madison County,27-Jul
residential_percent_change_from_baseline,265892,7.0,Ohio,Madison County,27-Jul
retail_and_recreation_percent_change_from_baseline,265893,-1.0,Ohio,Madison County,28-Jul
grocery_and_pharmacy_percent_change_from_baseline,265893,21.0,Ohio,Madison County,28-Jul
parks_percent_change_from_baseline,265893,,Ohio,Madison County,28-Jul
transit_stations_percent_change_from_baseline,265893,4.0,Ohio,Madison County,28-Jul
workplaces_percent_change_from_baseline,265893,-31.0,Ohio,Madison County,28-Jul
residential_percent_change_from_baseline,265893,8.0,Ohio,Madison County,28-Jul
retail_and_recreation_percent_change_from_baseline,265894,-2.0,Ohio,Madison County,29-Jul
grocery_and_pharmacy_percent_change_from_baseline,265894,10.0,Ohio,Madison County,29-Jul
parks_percent_change_from_baseline,265894,,Ohio,Madison County,29-Jul
transit_stations_percent_change_from_baseline,265894,-2.0,Ohio,Madison County,29-Jul
workplaces_percent_change_from_baseline,265894,-34.0,Ohio,Madison County,29-Jul
residential_percent_change_from_baseline,265894,8.0,Ohio,Madison County,29-Jul
retail_and_recreation_percent_change_from_baseline,265895,-7.0,Ohio,Madison County,30-Jul
grocery_and_pharmacy_percent_change_from_baseline,265895,6.0,Ohio,Madison County,30-Jul
parks_percent_change_from_baseline,265895,,Ohio,Madison County,30-Jul
transit_stations_percent_change_from_baseline,265895,-2.0,Ohio,Madison County,30-Jul
workplaces_percent_change_from_baseline,265895,-33.0,Ohio,Madison County,30-Jul
residential_percent_change_from_baseline,265895,10.0,Ohio,Madison County,30-Jul
retail_and_recreation_percent_change_from_baseline,265896,-7.0,Ohio,Madison County,31-Jul
grocery_and_pharmacy_percent_change_from_baseline,265896,22.0,Ohio,Madison County,31-Jul
parks_percent_change_from_baseline,265896,,Ohio,Madison County,31-Jul
transit_stations_percent_change_from_baseline,265896,0.0,Ohio,Madison County,31-Jul
workplaces_percent_change_from_baseline,265896,-32.0,Ohio,Madison County,31-Jul
residential_percent_change_from_baseline,265896,7.0,Ohio,Madison County,31-Jul
retail_and_recreation_percent_change_from_baseline,265897,-12.0,Ohio,Madison County,01-Aug
grocery_and_pharmacy_percent_change_from_baseline,265897,,Ohio,Madison County,01-Aug
parks_percent_change_from_baseline,265897,,Ohio,Madison County,01-Aug
transit_stations_percent_change_from_baseline,265897,5.0,Ohio,Madison County,01-Aug
workplaces_percent_change_from_baseline,265897,-11.0,Ohio,Madison County,01-Aug
residential_percent_change_from_baseline,265897,,Ohio,Madison County,01-Aug
retail_and_recreation_percent_change_from_baseline,265898,-4.0,Ohio,Madison County,02-Aug
grocery_and_pharmacy_percent_change_from_baseline,265898,,Ohio,Madison County,02-Aug
parks_percent_change_from_baseline,265898,,Ohio,Madison County,02-Aug
transit_stations_percent_change_from_baseline,265898,8.0,Ohio,Madison County,02-Aug
workplaces_percent_change_from_baseline,265898,-9.0,Ohio,Madison County,02-Aug
residential_percent_change_from_baseline,265898,,Ohio,Madison County,02-Aug
retail_and_recreation_percent_change_from_baseline,265899,-2.0,Ohio,Madison County,03-Aug
grocery_and_pharmacy_percent_change_from_baseline,265899,11.0,Ohio,Madison County,03-Aug
parks_percent_change_from_baseline,265899,,Ohio,Madison County,03-Aug
transit_stations_percent_change_from_baseline,265899,3.0,Ohio,Madison County,03-Aug
workplaces_percent_change_from_baseline,265899,-30.0,Ohio,Madison County,03-Aug
residential_percent_change_from_baseline,265899,8.0,Ohio,Madison County,03-Aug
retail_and_recreation_percent_change_from_baseline,265900,-10.0,Ohio,Madison County,04-Aug
grocery_and_pharmacy_percent_change_from_baseline,265900,13.0,Ohio,Madison County,04-Aug
parks_percent_change_from_baseline,265900,,Ohio,Madison County,04-Aug
transit_stations_percent_change_from_baseline,265900,2.0,Ohio,Madison County,04-Aug
workplaces_percent_change_from_baseline,265900,-30.0,Ohio,Madison County,04-Aug
residential_percent_change_from_baseline,265900,9.0,Ohio,Madison County,04-Aug
retail_and_recreation_percent_change_from_baseline,265901,-6.0,Ohio,Madison County,05-Aug
grocery_and_pharmacy_percent_change_from_baseline,265901,,Ohio,Madison County,05-Aug
parks_percent_change_from_baseline,265901,,Ohio,Madison County,05-Aug
transit_stations_percent_change_from_baseline,265901,3.0,Ohio,Madison County,05-Aug
workplaces_percent_change_from_baseline,265901,-30.0,Ohio,Madison County,05-Aug
residential_percent_change_from_baseline,265901,8.0,Ohio,Madison County,05-Aug
retail_and_recreation_percent_change_from_baseline,265902,-2.0,Ohio,Madison County,06-Aug
grocery_and_pharmacy_percent_change_from_baseline,265902,20.0,Ohio,Madison County,06-Aug
parks_percent_change_from_baseline,265902,,Ohio,Madison County,06-Aug
transit_stations_percent_change_from_baseline,265902,-5.0,Ohio,Madison County,06-Aug
workplaces_percent_change_from_baseline,265902,-31.0,Ohio,Madison County,06-Aug
residential_percent_change_from_baseline,265902,8.0,Ohio,Madison County,06-Aug
retail_and_recreation_percent_change_from_baseline,265903,-8.0,Ohio,Madison County,07-Aug
grocery_and_pharmacy_percent_change_from_baseline,265903,13.0,Ohio,Madison County,07-Aug
parks_percent_change_from_baseline,265903,,Ohio,Madison County,07-Aug
transit_stations_percent_change_from_baseline,265903,4.0,Ohio,Madison County,07-Aug
workplaces_percent_change_from_baseline,265903,-29.0,Ohio,Madison County,07-Aug
residential_percent_change_from_baseline,265903,6.0,Ohio,Madison County,07-Aug
retail_and_recreation_percent_change_from_baseline,265904,-17.0,Ohio,Madison County,08-Aug
grocery_and_pharmacy_percent_change_from_baseline,265904,,Ohio,Madison County,08-Aug
parks_percent_change_from_baseline,265904,,Ohio,Madison County,08-Aug
transit_stations_percent_change_from_baseline,265904,4.0,Ohio,Madison County,08-Aug
workplaces_percent_change_from_baseline,265904,-2.0,Ohio,Madison County,08-Aug
residential_percent_change_from_baseline,265904,,Ohio,Madison County,08-Aug
retail_and_recreation_percent_change_from_baseline,265905,-3.0,Ohio,Madison County,09-Aug
grocery_and_pharmacy_percent_change_from_baseline,265905,,Ohio,Madison County,09-Aug
parks_percent_change_from_baseline,265905,,Ohio,Madison County,09-Aug
transit_stations_percent_change_from_baseline,265905,17.0,Ohio,Madison County,09-Aug
workplaces_percent_change_from_baseline,265905,-2.0,Ohio,Madison County,09-Aug
residential_percent_change_from_baseline,265905,,Ohio,Madison County,09-Aug
retail_and_recreation_percent_change_from_baseline,265906,-4.0,Ohio,Madison County,10-Aug
grocery_and_pharmacy_percent_change_from_baseline,265906,5.0,Ohio,Madison County,10-Aug
parks_percent_change_from_baseline,265906,,Ohio,Madison County,10-Aug
transit_stations_percent_change_from_baseline,265906,6.0,Ohio,Madison County,10-Aug
workplaces_percent_change_from_baseline,265906,-30.0,Ohio,Madison County,10-Aug
residential_percent_change_from_baseline,265906,7.0,Ohio,Madison County,10-Aug
retail_and_recreation_percent_change_from_baseline,265907,-3.0,Ohio,Madison County,11-Aug
grocery_and_pharmacy_percent_change_from_baseline,265907,13.0,Ohio,Madison County,11-Aug
parks_percent_change_from_baseline,265907,,Ohio,Madison County,11-Aug
transit_stations_percent_change_from_baseline,265907,3.0,Ohio,Madison County,11-Aug
workplaces_percent_change_from_baseline,265907,-30.0,Ohio,Madison County,11-Aug
residential_percent_change_from_baseline,265907,7.0,Ohio,Madison County,11-Aug
retail_and_recreation_percent_change_from_baseline,265908,-4.0,Ohio,Madison County,12-Aug
grocery_and_pharmacy_percent_change_from_baseline,265908,7.0,Ohio,Madison County,12-Aug
parks_percent_change_from_baseline,265908,,Ohio,Madison County,12-Aug
transit_stations_percent_change_from_baseline,265908,1.0,Ohio,Madison County,12-Aug
workplaces_percent_change_from_baseline,265908,-30.0,Ohio,Madison County,12-Aug
residential_percent_change_from_baseline,265908,8.0,Ohio,Madison County,12-Aug
retail_and_recreation_percent_change_from_baseline,265909,-7.0,Ohio,Madison County,13-Aug
grocery_and_pharmacy_percent_change_from_baseline,265909,17.0,Ohio,Madison County,13-Aug
parks_percent_change_from_baseline,265909,,Ohio,Madison County,13-Aug
transit_stations_percent_change_from_baseline,265909,1.0,Ohio,Madison County,13-Aug
workplaces_percent_change_from_baseline,265909,-32.0,Ohio,Madison County,13-Aug
residential_percent_change_from_baseline,265909,8.0,Ohio,Madison County,13-Aug
retail_and_recreation_percent_change_from_baseline,265910,-5.0,Ohio,Madison County,14-Aug
grocery_and_pharmacy_percent_change_from_baseline,265910,9.0,Ohio,Madison County,14-Aug
parks_percent_change_from_baseline,265910,,Ohio,Madison County,14-Aug
transit_stations_percent_change_from_baseline,265910,3.0,Ohio,Madison County,14-Aug
workplaces_percent_change_from_baseline,265910,-29.0,Ohio,Madison County,14-Aug
residential_percent_change_from_baseline,265910,7.0,Ohio,Madison County,14-Aug
retail_and_recreation_percent_change_from_baseline,265911,-12.0,Ohio,Madison County,15-Aug
grocery_and_pharmacy_percent_change_from_baseline,265911,,Ohio,Madison County,15-Aug
parks_percent_change_from_baseline,265911,,Ohio,Madison County,15-Aug
transit_stations_percent_change_from_baseline,265911,14.0,Ohio,Madison County,15-Aug
workplaces_percent_change_from_baseline,265911,-10.0,Ohio,Madison County,15-Aug
residential_percent_change_from_baseline,265911,,Ohio,Madison County,15-Aug
retail_and_recreation_percent_change_from_baseline,265912,-6.0,Ohio,Madison County,16-Aug
grocery_and_pharmacy_percent_change_from_baseline,265912,,Ohio,Madison County,16-Aug
parks_percent_change_from_baseline,265912,,Ohio,Madison County,16-Aug
transit_stations_percent_change_from_baseline,265912,17.0,Ohio,Madison County,16-Aug
workplaces_percent_change_from_baseline,265912,-7.0,Ohio,Madison County,16-Aug
residential_percent_change_from_baseline,265912,,Ohio,Madison County,16-Aug
retail_and_recreation_percent_change_from_baseline,265913,,Ohio,Madison County,17-Aug
grocery_and_pharmacy_percent_change_from_baseline,265913,,Ohio,Madison County,17-Aug
parks_percent_change_from_baseline,265913,,Ohio,Madison County,17-Aug
transit_stations_percent_change_from_baseline,265913,,Ohio,Madison County,17-Aug
workplaces_percent_change_from_baseline,265913,,Ohio,Madison County,17-Aug
residential_percent_change_from_baseline,265913,6.0,Ohio,Madison County,17-Aug
retail_and_recreation_percent_change_from_baseline,265914,,Ohio,Madison County,18-Aug
grocery_and_pharmacy_percent_change_from_baseline,265914,,Ohio,Madison County,18-Aug
parks_percent_change_from_baseline,265914,,Ohio,Madison County,18-Aug
transit_stations_percent_change_from_baseline,265914,,Ohio,Madison County,18-Aug
workplaces_percent_change_from_baseline,265914,,Ohio,Madison County,18-Aug
residential_percent_change_from_baseline,265914,7.0,Ohio,Madison County,18-Aug
retail_and_recreation_percent_change_from_baseline,265915,,Ohio,Madison County,19-Aug
grocery_and_pharmacy_percent_change_from_baseline,265915,,Ohio,Madison County,19-Aug
parks_percent_change_from_baseline,265915,,Ohio,Madison County,19-Aug
transit_stations_percent_change_from_baseline,265915,,Ohio,Madison County,19-Aug
workplaces_percent_change_from_baseline,265915,-29.0,Ohio,Madison County,19-Aug
residential_percent_change_from_baseline,265915,6.0,Ohio,Madison County,19-Aug
retail_and_recreation_percent_change_from_baseline,265916,,Ohio,Madison County,20-Aug
grocery_and_pharmacy_percent_change_from_baseline,265916,,Ohio,Madison County,20-Aug
parks_percent_change_from_baseline,265916,,Ohio,Madison County,20-Aug
transit_stations_percent_change_from_baseline,265916,,Ohio,Madison County,20-Aug
workplaces_percent_change_from_baseline,265916,-29.0,Ohio,Madison County,20-Aug
residential_percent_change_from_baseline,265916,6.0,Ohio,Madison County,20-Aug
retail_and_recreation_percent_change_from_baseline,265917,,Ohio,Madison County,21-Aug
grocery_and_pharmacy_percent_change_from_baseline,265917,,Ohio,Madison County,21-Aug
parks_percent_change_from_baseline,265917,,Ohio,Madison County,21-Aug
transit_stations_percent_change_from_baseline,265917,,Ohio,Madison County,21-Aug
workplaces_percent_change_from_baseline,265917,,Ohio,Madison County,21-Aug
residential_percent_change_from_baseline,265917,6.0,Ohio,Madison County,21-Aug
retail_and_recreation_percent_change_from_baseline,265918,,Ohio,Madison County,24-Aug
grocery_and_pharmacy_percent_change_from_baseline,265918,,Ohio,Madison County,24-Aug
parks_percent_change_from_baseline,265918,,Ohio,Madison County,24-Aug
transit_stations_percent_change_from_baseline,265918,,Ohio,Madison County,24-Aug
workplaces_percent_change_from_baseline,265918,,Ohio,Madison County,24-Aug
residential_percent_change_from_baseline,265918,7.0,Ohio,Madison County,24-Aug
retail_and_recreation_percent_change_from_baseline,265919,,Ohio,Madison County,25-Aug
grocery_and_pharmacy_percent_change_from_baseline,265919,,Ohio,Madison County,25-Aug
parks_percent_change_from_baseline,265919,,Ohio,Madison County,25-Aug
transit_stations_percent_change_from_baseline,265919,,Ohio,Madison County,25-Aug
workplaces_percent_change_from_baseline,265919,-29.0,Ohio,Madison County,25-Aug
residential_percent_change_from_baseline,265919,7.0,Ohio,Madison County,25-Aug
retail_and_recreation_percent_change_from_baseline,265920,,Ohio,Madison County,26-Aug
grocery_and_pharmacy_percent_change_from_baseline,265920,,Ohio,Madison County,26-Aug
parks_percent_change_from_baseline,265920,,Ohio,Madison County,26-Aug
transit_stations_percent_change_from_baseline,265920,,Ohio,Madison County,26-Aug
workplaces_percent_change_from_baseline,265920,-28.0,Ohio,Madison County,26-Aug
residential_percent_change_from_baseline,265920,7.0,Ohio,Madison County,26-Aug
retail_and_recreation_percent_change_from_baseline,265921,,Ohio,Madison County,27-Aug
grocery_and_pharmacy_percent_change_from_baseline,265921,,Ohio,Madison County,27-Aug
parks_percent_change_from_baseline,265921,,Ohio,Madison County,27-Aug
transit_stations_percent_change_from_baseline,265921,,Ohio,Madison County,27-Aug
workplaces_percent_change_from_baseline,265921,-30.0,Ohio,Madison County,27-Aug
residential_percent_change_from_baseline,265921,8.0,Ohio,Madison County,27-Aug
retail_and_recreation_percent_change_from_baseline,265922,,Ohio,Madison County,28-Aug
grocery_and_pharmacy_percent_change_from_baseline,265922,,Ohio,Madison County,28-Aug
parks_percent_change_from_baseline,265922,,Ohio,Madison County,28-Aug
transit_stations_percent_change_from_baseline,265922,,Ohio,Madison County,28-Aug
workplaces_percent_change_from_baseline,265922,,Ohio,Madison County,28-Aug
residential_percent_change_from_baseline,265922,7.0,Ohio,Madison County,28-Aug
retail_and_recreation_percent_change_from_baseline,265923,,Ohio,Madison County,31-Aug
grocery_and_pharmacy_percent_change_from_baseline,265923,,Ohio,Madison County,31-Aug
parks_percent_change_from_baseline,265923,,Ohio,Madison County,31-Aug
transit_stations_percent_change_from_baseline,265923,,Ohio,Madison County,31-Aug
workplaces_percent_change_from_baseline,265923,,Ohio,Madison County,31-Aug
residential_percent_change_from_baseline,265923,5.0,Ohio,Madison County,31-Aug
retail_and_recreation_percent_change_from_baseline,265924,,Ohio,Madison County,01-Sep
grocery_and_pharmacy_percent_change_from_baseline,265924,,Ohio,Madison County,01-Sep
parks_percent_change_from_baseline,265924,,Ohio,Madison County,01-Sep
transit_stations_percent_change_from_baseline,265924,,Ohio,Madison County,01-Sep
workplaces_percent_change_from_baseline,265924,,Ohio,Madison County,01-Sep
residential_percent_change_from_baseline,265924,6.0,Ohio,Madison County,01-Sep
retail_and_recreation_percent_change_from_baseline,265925,,Ohio,Madison County,02-Sep
grocery_and_pharmacy_percent_change_from_baseline,265925,,Ohio,Madison County,02-Sep
parks_percent_change_from_baseline,265925,,Ohio,Madison County,02-Sep
transit_stations_percent_change_from_baseline,265925,,Ohio,Madison County,02-Sep
workplaces_percent_change_from_baseline,265925,-28.0,Ohio,Madison County,02-Sep
residential_percent_change_from_baseline,265925,6.0,Ohio,Madison County,02-Sep
retail_and_recreation_percent_change_from_baseline,265926,,Ohio,Madison County,03-Sep
grocery_and_pharmacy_percent_change_from_baseline,265926,,Ohio,Madison County,03-Sep
parks_percent_change_from_baseline,265926,,Ohio,Madison County,03-Sep
transit_stations_percent_change_from_baseline,265926,,Ohio,Madison County,03-Sep
workplaces_percent_change_from_baseline,265926,-28.0,Ohio,Madison County,03-Sep
residential_percent_change_from_baseline,265926,6.0,Ohio,Madison County,03-Sep
retail_and_recreation_percent_change_from_baseline,265927,,Ohio,Madison County,04-Sep
grocery_and_pharmacy_percent_change_from_baseline,265927,,Ohio,Madison County,04-Sep
parks_percent_change_from_baseline,265927,,Ohio,Madison County,04-Sep
transit_stations_percent_change_from_baseline,265927,,Ohio,Madison County,04-Sep
workplaces_percent_change_from_baseline,265927,,Ohio,Madison County,04-Sep
residential_percent_change_from_baseline,265927,3.0,Ohio,Madison County,04-Sep
retail_and_recreation_percent_change_from_baseline,265928,,Ohio,Madison County,07-Sep
grocery_and_pharmacy_percent_change_from_baseline,265928,,Ohio,Madison County,07-Sep
parks_percent_change_from_baseline,265928,,Ohio,Madison County,07-Sep
transit_stations_percent_change_from_baseline,265928,,Ohio,Madison County,07-Sep
workplaces_percent_change_from_baseline,265928,-72.0,Ohio,Madison County,07-Sep
residential_percent_change_from_baseline,265928,,Ohio,Madison County,07-Sep
retail_and_recreation_percent_change_from_baseline,265929,,Ohio,Madison County,08-Sep
grocery_and_pharmacy_percent_change_from_baseline,265929,,Ohio,Madison County,08-Sep
parks_percent_change_from_baseline,265929,,Ohio,Madison County,08-Sep
transit_stations_percent_change_from_baseline,265929,,Ohio,Madison County,08-Sep
workplaces_percent_change_from_baseline,265929,,Ohio,Madison County,08-Sep
residential_percent_change_from_baseline,265929,5.0,Ohio,Madison County,08-Sep
retail_and_recreation_percent_change_from_baseline,265930,,Ohio,Madison County,09-Sep
grocery_and_pharmacy_percent_change_from_baseline,265930,,Ohio,Madison County,09-Sep
parks_percent_change_from_baseline,265930,,Ohio,Madison County,09-Sep
transit_stations_percent_change_from_baseline,265930,,Ohio,Madison County,09-Sep
workplaces_percent_change_from_baseline,265930,-28.0,Ohio,Madison County,09-Sep
residential_percent_change_from_baseline,265930,5.0,Ohio,Madison County,09-Sep
retail_and_recreation_percent_change_from_baseline,265931,,Ohio,Madison County,10-Sep
grocery_and_pharmacy_percent_change_from_baseline,265931,,Ohio,Madison County,10-Sep
parks_percent_change_from_baseline,265931,,Ohio,Madison County,10-Sep
transit_stations_percent_change_from_baseline,265931,,Ohio,Madison County,10-Sep
workplaces_percent_change_from_baseline,265931,-28.0,Ohio,Madison County,10-Sep
residential_percent_change_from_baseline,265931,4.0,Ohio,Madison County,10-Sep
retail_and_recreation_percent_change_from_baseline,265932,-1.0,Ohio,Madison County,11-Sep
grocery_and_pharmacy_percent_change_from_baseline,265932,3.0,Ohio,Madison County,11-Sep
parks_percent_change_from_baseline,265932,,Ohio,Madison County,11-Sep
transit_stations_percent_change_from_baseline,265932,3.0,Ohio,Madison County,11-Sep
workplaces_percent_change_from_baseline,265932,-27.0,Ohio,Madison County,11-Sep
residential_percent_change_from_baseline,265932,3.0,Ohio,Madison County,11-Sep
retail_and_recreation_percent_change_from_baseline,265933,-3.0,Ohio,Madison County,12-Sep
grocery_and_pharmacy_percent_change_from_baseline,265933,,Ohio,Madison County,12-Sep
parks_percent_change_from_baseline,265933,,Ohio,Madison County,12-Sep
transit_stations_percent_change_from_baseline,265933,14.0,Ohio,Madison County,12-Sep
workplaces_percent_change_from_baseline,265933,-11.0,Ohio,Madison County,12-Sep
residential_percent_change_from_baseline,265933,,Ohio,Madison County,12-Sep
retail_and_recreation_percent_change_from_baseline,265934,2.0,Ohio,Madison County,13-Sep
grocery_and_pharmacy_percent_change_from_baseline,265934,,Ohio,Madison County,13-Sep
parks_percent_change_from_baseline,265934,,Ohio,Madison County,13-Sep
transit_stations_percent_change_from_baseline,265934,13.0,Ohio,Madison County,13-Sep
workplaces_percent_change_from_baseline,265934,-13.0,Ohio,Madison County,13-Sep
residential_percent_change_from_baseline,265934,,Ohio,Madison County,13-Sep
retail_and_recreation_percent_change_from_baseline,265935,4.0,Ohio,Madison County,14-Sep
grocery_and_pharmacy_percent_change_from_baseline,265935,3.0,Ohio,Madison County,14-Sep
parks_percent_change_from_baseline,265935,,Ohio,Madison County,14-Sep
transit_stations_percent_change_from_baseline,265935,6.0,Ohio,Madison County,14-Sep
workplaces_percent_change_from_baseline,265935,-23.0,Ohio,Madison County,14-Sep
residential_percent_change_from_baseline,265935,3.0,Ohio,Madison County,14-Sep
retail_and_recreation_percent_change_from_baseline,265936,7.0,Ohio,Madison County,15-Sep
grocery_and_pharmacy_percent_change_from_baseline,265936,7.0,Ohio,Madison County,15-Sep
parks_percent_change_from_baseline,265936,,Ohio,Madison County,15-Sep
transit_stations_percent_change_from_baseline,265936,15.0,Ohio,Madison County,15-Sep
workplaces_percent_change_from_baseline,265936,-23.0,Ohio,Madison County,15-Sep
residential_percent_change_from_baseline,265936,4.0,Ohio,Madison County,15-Sep
retail_and_recreation_percent_change_from_baseline,265937,5.0,Ohio,Madison County,16-Sep
grocery_and_pharmacy_percent_change_from_baseline,265937,1.0,Ohio,Madison County,16-Sep
parks_percent_change_from_baseline,265937,,Ohio,Madison County,16-Sep
transit_stations_percent_change_from_baseline,265937,7.0,Ohio,Madison County,16-Sep
workplaces_percent_change_from_baseline,265937,-27.0,Ohio,Madison County,16-Sep
residential_percent_change_from_baseline,265937,5.0,Ohio,Madison County,16-Sep
retail_and_recreation_percent_change_from_baseline,265938,7.0,Ohio,Madison County,17-Sep
grocery_and_pharmacy_percent_change_from_baseline,265938,7.0,Ohio,Madison County,17-Sep
parks_percent_change_from_baseline,265938,,Ohio,Madison County,17-Sep
transit_stations_percent_change_from_baseline,265938,2.0,Ohio,Madison County,17-Sep
workplaces_percent_change_from_baseline,265938,-27.0,Ohio,Madison County,17-Sep
residential_percent_change_from_baseline,265938,5.0,Ohio,Madison County,17-Sep
retail_and_recreation_percent_change_from_baseline,265939,5.0,Ohio,Madison County,18-Sep
grocery_and_pharmacy_percent_change_from_baseline,265939,3.0,Ohio,Madison County,18-Sep
parks_percent_change_from_baseline,265939,,Ohio,Madison County,18-Sep
transit_stations_percent_change_from_baseline,265939,14.0,Ohio,Madison County,18-Sep
workplaces_percent_change_from_baseline,265939,-26.0,Ohio,Madison County,18-Sep
residential_percent_change_from_baseline,265939,4.0,Ohio,Madison County,18-Sep
retail_and_recreation_percent_change_from_baseline,265940,-4.0,Ohio,Madison County,19-Sep
grocery_and_pharmacy_percent_change_from_baseline,265940,,Ohio,Madison County,19-Sep
parks_percent_change_from_baseline,265940,,Ohio,Madison County,19-Sep
transit_stations_percent_change_from_baseline,265940,17.0,Ohio,Madison County,19-Sep
workplaces_percent_change_from_baseline,265940,-8.0,Ohio,Madison County,19-Sep
residential_percent_change_from_baseline,265940,,Ohio,Madison County,19-Sep
retail_and_recreation_percent_change_from_baseline,265941,8.0,Ohio,Madison County,20-Sep
grocery_and_pharmacy_percent_change_from_baseline,265941,,Ohio,Madison County,20-Sep
parks_percent_change_from_baseline,265941,,Ohio,Madison County,20-Sep
transit_stations_percent_change_from_baseline,265941,21.0,Ohio,Madison County,20-Sep
workplaces_percent_change_from_baseline,265941,-3.0,Ohio,Madison County,20-Sep
residential_percent_change_from_baseline,265941,,Ohio,Madison County,20-Sep
retail_and_recreation_percent_change_from_baseline,265942,3.0,Ohio,Madison County,21-Sep
grocery_and_pharmacy_percent_change_from_baseline,265942,-1.0,Ohio,Madison County,21-Sep
parks_percent_change_from_baseline,265942,,Ohio,Madison County,21-Sep
transit_stations_percent_change_from_baseline,265942,8.0,Ohio,Madison County,21-Sep
workplaces_percent_change_from_baseline,265942,-25.0,Ohio,Madison County,21-Sep
residential_percent_change_from_baseline,265942,4.0,Ohio,Madison County,21-Sep
retail_and_recreation_percent_change_from_baseline,265943,9.0,Ohio,Madison County,22-Sep
grocery_and_pharmacy_percent_change_from_baseline,265943,2.0,Ohio,Madison County,22-Sep
parks_percent_change_from_baseline,265943,,Ohio,Madison County,22-Sep
transit_stations_percent_change_from_baseline,265943,12.0,Ohio,Madison County,22-Sep
workplaces_percent_change_from_baseline,265943,-23.0,Ohio,Madison County,22-Sep
residential_percent_change_from_baseline,265943,5.0,Ohio,Madison County,22-Sep
retail_and_recreation_percent_change_from_baseline,265944,4.0,Ohio,Madison County,23-Sep
grocery_and_pharmacy_percent_change_from_baseline,265944,-3.0,Ohio,Madison County,23-Sep
parks_percent_change_from_baseline,265944,,Ohio,Madison County,23-Sep
transit_stations_percent_change_from_baseline,265944,4.0,Ohio,Madison County,23-Sep
workplaces_percent_change_from_baseline,265944,-25.0,Ohio,Madison County,23-Sep
residential_percent_change_from_baseline,265944,6.0,Ohio,Madison County,23-Sep
retail_and_recreation_percent_change_from_baseline,265945,2.0,Ohio,Madison County,24-Sep
grocery_and_pharmacy_percent_change_from_baseline,265945,7.0,Ohio,Madison County,24-Sep
parks_percent_change_from_baseline,265945,,Ohio,Madison County,24-Sep
transit_stations_percent_change_from_baseline,265945,7.0,Ohio,Madison County,24-Sep
workplaces_percent_change_from_baseline,265945,-25.0,Ohio,Madison County,24-Sep
residential_percent_change_from_baseline,265945,6.0,Ohio,Madison County,24-Sep
retail_and_recreation_percent_change_from_baseline,265946,0.0,Ohio,Madison County,25-Sep
grocery_and_pharmacy_percent_change_from_baseline,265946,2.0,Ohio,Madison County,25-Sep
parks_percent_change_from_baseline,265946,,Ohio,Madison County,25-Sep
transit_stations_percent_change_from_baseline,265946,17.0,Ohio,Madison County,25-Sep
workplaces_percent_change_from_baseline,265946,-24.0,Ohio,Madison County,25-Sep
residential_percent_change_from_baseline,265946,4.0,Ohio,Madison County,25-Sep
retail_and_recreation_percent_change_from_baseline,265947,-3.0,Ohio,Madison County,26-Sep
grocery_and_pharmacy_percent_change_from_baseline,265947,,Ohio,Madison County,26-Sep
parks_percent_change_from_baseline,265947,,Ohio,Madison County,26-Sep
transit_stations_percent_change_from_baseline,265947,22.0,Ohio,Madison County,26-Sep
workplaces_percent_change_from_baseline,265947,-5.0,Ohio,Madison County,26-Sep
residential_percent_change_from_baseline,265947,-2.0,Ohio,Madison County,26-Sep
retail_and_recreation_percent_change_from_baseline,265948,11.0,Ohio,Madison County,27-Sep
grocery_and_pharmacy_percent_change_from_baseline,265948,,Ohio,Madison County,27-Sep
parks_percent_change_from_baseline,265948,,Ohio,Madison County,27-Sep
transit_stations_percent_change_from_baseline,265948,29.0,Ohio,Madison County,27-Sep
workplaces_percent_change_from_baseline,265948,-1.0,Ohio,Madison County,27-Sep
residential_percent_change_from_baseline,265948,,Ohio,Madison County,27-Sep
retail_and_recreation_percent_change_from_baseline,265949,-9.0,Ohio,Madison County,28-Sep
grocery_and_pharmacy_percent_change_from_baseline,265949,-6.0,Ohio,Madison County,28-Sep
parks_percent_change_from_baseline,265949,,Ohio,Madison County,28-Sep
transit_stations_percent_change_from_baseline,265949,10.0,Ohio,Madison County,28-Sep
workplaces_percent_change_from_baseline,265949,-22.0,Ohio,Madison County,28-Sep
residential_percent_change_from_baseline,265949,6.0,Ohio,Madison County,28-Sep
retail_and_recreation_percent_change_from_baseline,265950,2.0,Ohio,Madison County,29-Sep
grocery_and_pharmacy_percent_change_from_baseline,265950,5.0,Ohio,Madison County,29-Sep
parks_percent_change_from_baseline,265950,,Ohio,Madison County,29-Sep
transit_stations_percent_change_from_baseline,265950,7.0,Ohio,Madison County,29-Sep
